Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A360450,Tofu,06/18/2018 11:47:00 AM,06/18/2018 11:47:00 AM,11209 Forsythe Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Orange Tabby,Tofu,06/19/2018 03:09:00 PM,06/19/2018 03:09:00 PM,02/02/2004,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Orange Tabby,0
A770870,Eric Carle,04/26/2018 02:25:00 PM,04/26/2018 02:25:00 PM,1156 West Cesar Chavez Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,Eric Carle,05/27/2018 06:18:00 PM,05/27/2018 06:18:00 PM,03/26/2018,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0
A758170,200,09/11/2017 12:30,09/11/2017 12:30,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,5 years,Labrador Retriever Mix,Yellow/White,200,11/30/2017 03:25:00 PM,11/30/2017 03:25:00 PM,09/12/2012,Dog,Neutered Male,5 years,Labrador Retriever Mix,Yellow/White,0
A807884,,10/31/2019 03:52:00 PM,10/31/2019 03:52:00 PM,10700 Metric Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby,,12/19/2019 07:06:00 PM,12/19/2019 07:06:00 PM,10/04/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,0
A766740,,02/15/2018 03:16:00 PM,02/15/2018 03:16:00 PM,10807 Thaxton Road in Austin (TX),Stray,Sick,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby,,02/16/2018 02:04:00 PM,02/16/2018 02:04:00 PM,02/15/2015,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby,0
A728995,,06/12/2016 12:30,06/12/2016 12:30,7917 Brockman St in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Red,,06/12/2016 12:48,06/12/2016 12:48,05/12/2016,Other,Unknown,4 weeks,Bat,Red,1
A782754,,10/20/2018 02:58:00 PM,10/20/2018 02:58:00 PM,18706 Blake Manor Rd in Manor (TX),Stray,Normal,Dog,Intact Male,2 months,American Pit Bull Terrier Mix,Brown,,10/24/2018 04:23:00 PM,10/24/2018 04:23:00 PM,08/05/2018,Dog,Neutered Male,2 months,American Pit Bull Terrier Mix,Brown,0
A785791,,12/10/2018 08:28,12/10/2018 08:28,5809 Cherry Park in Austin (TX),Stray,Injured,Dog,Spayed Female,3 months,German Shepherd/Siberian Husky,Cream/Brown,,12/17/2018 05:49:00 PM,12/17/2018 05:49:00 PM,09/04/2018,Dog,Spayed Female,3 months,German Shepherd/Siberian Husky,Cream/Brown,0
A769669,,04/08/2018 13:32,04/08/2018 13:32,1910 Pershing in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Longhair Mix,Cream Tabby,,04/12/2018 17:32,04/12/2018 17:32,04/08/2016,Cat,Intact Male,2 years,Domestic Longhair Mix,Cream Tabby,0
A731685,*Jerry,07/26/2016 11:15:00 AM,07/26/2016 11:15:00 AM,10122 Aspen St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White,*Jerry,08/26/2016 10:04:00 AM,08/26/2016 10:04:00 AM,05/26/2016,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Orange Tabby/White,0
A715679,,11/08/2015 09:51,11/08/2015 09:51,1109 Stoneoak in Austin (TX),Stray,Sick,Cat,Intact Male,3 years,Siamese Mix,Seal Point,,11/08/2015 16:28,11/08/2015 16:28,11/08/2012,Cat,Intact Male,3 years,Siamese Mix,Seal Point,1
A726555,,05/12/2016 11:37,05/12/2016 11:37,10920 Lakeline Mall Dr in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie,,07/26/2016 03:22:00 PM,07/26/2016 03:22:00 PM,04/18/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,0
A665297,,10/16/2013 10:45:00 AM,10/16/2013 10:45:00 AM,6001 Perlita Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Blue,,10/16/2013 11:50:00 AM,10/16/2013 11:50:00 AM,10/01/2013,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Blue,0
A738686,,11/19/2016 01:36:00 PM,11/19/2016 01:36:00 PM,1702 Crossing Pl in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Golden Retriever Mix,Gold/White,,11/23/2016 03:44:00 PM,11/23/2016 03:44:00 PM,04/23/2016,Dog,Spayed Female,7 months,Golden Retriever Mix,Gold/White,0
A752768,*Yancey,06/27/2017 12:30:00 PM,06/27/2017 12:30:00 PM,907 Thompson in Austin (TX),Stray,Injured,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,*Yancey,07/14/2017 02:20:00 PM,07/14/2017 02:20:00 PM,06/27/2015,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,0
A700366,,04/12/2015 16:05,04/12/2015 16:05,9201 Scenic Bluff Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black,,04/13/2015 11:41:00 AM,04/13/2015 11:41:00 AM,04/12/2012,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black,0
A757600,*Venus,09/04/2017 13:25,09/04/2017 13:25,3102 Robinson Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese Mix,Lynx Point,*Venus,10/01/2017 17:37,10/01/2017 17:37,07/20/2017,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point,0
A663016,*Sherman,03/04/2014 13:52,03/04/2014 13:52,5903 Jacueline in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Brown,*Sherman,04/20/2014 10:57:00 AM,04/20/2014 10:57:00 AM,09/11/2011,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Brown,0
A783188,*Cheddar,10/26/2018 04:52:00 PM,10/26/2018 04:52:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 days,Domestic Shorthair Mix,Calico,*Cheddar,01/07/2019 19:08,01/07/2019 19:08,10/20/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,0
A723435,*Matilda,03/31/2016 09:22:00 PM,03/31/2016 09:22:00 PM,7809 E Ben White in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Bloodhound,Red/White,*Matilda,04/06/2016 11:55,04/06/2016 11:55,03/31/2014,Dog,Spayed Female,2 years,Bloodhound,Red/White,0
A674701,Mala,03/17/2014 06:55:00 AM,03/17/2014 06:55:00 AM,4900 Nucklos Crossing in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Beagle/Jack Russell Terrier,White/Black,Mala,03/18/2014 06:06:00 PM,03/18/2014 06:06:00 PM,03/17/2013,Dog,Spayed Female,1 year,Beagle/Jack Russell Terrier,White/Black,0
A692449,*Daisy,11/20/2014 03:38:00 PM,11/20/2014 03:38:00 PM,1900 San Gabriel St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Tan/White,*Daisy,12/04/2014 17:25,12/04/2014 17:25,11/20/2012,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White,0
A702503,,05/14/2015 03:55:00 PM,05/14/2015 03:55:00 PM,9300 Northgate in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico,,05/14/2015 06:50:00 PM,05/14/2015 06:50:00 PM,04/14/2015,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico,0
A774586,,06/17/2018 04:28:00 PM,06/17/2018 04:28:00 PM,Manor (TX),Stray,Sick,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue,,06/17/2018 05:32:00 PM,06/17/2018 05:32:00 PM,05/30/2018,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue,0
A719061,Max,01/12/2016 09:30,01/12/2016 09:30,1412 Orange Spice Ct in Travis (TX),Owner Surrender,Normal,Dog,Intact Male,8 months,Akita,Sable/White,Max,01/24/2016 03:38:00 PM,01/24/2016 03:38:00 PM,05/12/2015,Dog,Neutered Male,8 months,Akita,Sable/White,0
A665225,,10/15/2013 12:37:00 PM,10/15/2013 12:37:00 PM,3006 Castro St in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pug Mix,Brown/Black,,10/19/2013 05:53:00 PM,10/19/2013 05:53:00 PM,07/31/2013,Dog,Spayed Female,2 months,Pug Mix,Brown/Black,0
A791238,Luna,03/23/2019 01:28:00 PM,03/23/2019 01:28:00 PM,6605 Tara Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Ragdoll Mix,Lynx Point,Luna,04/23/2019 06:39:00 PM,04/23/2019 06:39:00 PM,02/23/2019,Cat,Spayed Female,1 month,Ragdoll Mix,Lynx Point,0
A728420,,06/03/2016 18:25,06/03/2016 18:25,5400 Freidrich Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Brown Tabby,,06/05/2016 15:26,06/05/2016 15:26,06/04/2007,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Brown Tabby,0
A632870,Righteous,03/20/2014 01:26:00 AM,03/20/2014 01:26:00 AM,5805 Valley Brook Dr in Austin (TX),Public Assist,Normal,Dog,Neutered Male,6 years,Maltese/Yorkshire,Cream,Righteous,03/21/2014 07:09:00 PM,03/21/2014 07:09:00 PM,07/21/2007,Dog,Neutered Male,6 years,Maltese/Yorkshire,Cream,0
A715869,Maxwell,11/11/2015 16:18,11/11/2015 16:18,1354 Old Lockhart Hwy in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Chocolate/White,Maxwell,11/17/2015 06:38:00 PM,11/17/2015 06:38:00 PM,09/11/2015,Dog,Neutered Male,2 months,Labrador Retriever Mix,Chocolate/White,0
A786293,Eevee,12/21/2018 01:09:00 PM,12/21/2018 01:09:00 PM,Coventry Lane And Rogge Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Bruss Griffon Mix,White/Tan,Eevee,12/28/2018 06:44:00 PM,12/28/2018 06:44:00 PM,12/21/2016,Dog,Spayed Female,2 years,Bruss Griffon Mix,White/Tan,0
A737279,Boo,10/25/2016 09:06:00 AM,10/25/2016 09:06:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Black,Boo,11/13/2016 11:19:00 AM,11/13/2016 11:19:00 AM,10/25/2013,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black,0
A641494,Estrellita,09/12/2015 12:11,09/12/2015 12:11,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Miniature Poodle Mix,White,Estrellita,09/12/2015 12:57,09/12/2015 12:57,09/08/2012,Dog,Spayed Female,3 years,Miniature Poodle Mix,White,0
A811339,Odin,01/02/2020 11:36,01/02/2020 11:36,915 Red Cliff Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,American Staffordshire Terrier,Blue/White,Odin,01/03/2020 11:28,01/03/2020 11:28,01/02/2018,Dog,Neutered Male,2 years,American Staffordshire Terrier,Blue/White,0
A788026,Alai,01/24/2019 06:47:00 PM,01/24/2019 06:47:00 PM,8100 Seeling Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Border Collie,White/Black,Alai,01/28/2019 05:56:00 PM,01/28/2019 05:56:00 PM,11/15/2018,Dog,Spayed Female,2 months,Border Collie,White/Black,0
A749295,*Marmalade,05/13/2017 11:13:00 AM,05/13/2017 11:13:00 AM,1834 Ferguson in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,*Marmalade,05/26/2017 09:55:00 AM,05/26/2017 09:55:00 AM,05/13/2015,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,0
A704542,*Ivan,06/06/2015 10:53,06/06/2015 10:53,2104 Dove Pass in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,*Ivan,06/17/2015 12:41:00 PM,06/17/2015 12:41:00 PM,05/06/2015,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,0
A738547,Emma,11/17/2016 12:52:00 PM,11/17/2016 12:52:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Golden Retriever Mix,Gold/White,Emma,11/18/2016 06:13:00 PM,11/18/2016 06:13:00 PM,11/17/2015,Dog,Spayed Female,1 year,Golden Retriever Mix,Gold/White,0
A785983,,12/14/2018 10:29:00 AM,12/14/2018 10:29:00 AM,Austin (TX),Stray,Normal,Dog,Intact Male,1 weeks,Labrador Retriever Mix,White/Black,,02/05/2019 09:52,02/05/2019 09:52,12/06/2018,Dog,Neutered Male,1 month,Labrador Retriever Mix,White/Black,0
A786421,Annie,12/24/2018 01:34:00 PM,12/24/2018 01:34:00 PM,7800 Johnny Morris Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Red/White,Annie,12/30/2018 06:30:00 PM,12/30/2018 06:30:00 PM,12/24/2016,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Red/White,0
A786944,Smila,02/01/2019 18:48,02/01/2019 18:48,6603 North Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,9 years,Domestic Shorthair Mix,Black/White,Smila,10/13/2019 05:30:00 PM,10/13/2019 05:30:00 PM,01/06/2010,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Black/White,0
A678927,,05/14/2014 11:26:00 AM,05/14/2014 11:26:00 AM,13200 Field Gate in Travis (TX),Stray,Injured,Dog,Intact Male,1 year,Miniature Pinscher Mix,Red,,05/20/2014 10:58:00 AM,05/20/2014 10:58:00 AM,05/14/2013,Dog,Intact Male,1 year,Miniature Pinscher Mix,Red,1
A811462,Hannibal,01/04/2020 11:15,01/04/2020 11:15,7701 Metropolis Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Norfolk Terrier,Tan,Hannibal,01/08/2020 12:35,01/08/2020 12:35,01/04/2019,Dog,Intact Male,1 year,Norfolk Terrier,Tan,0
A807780,Dumas,11/04/2019 14:00,11/04/2019 14:00,4013 Knollwood Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Gray,Dumas,12/10/2019 10:58,12/10/2019 10:58,10/28/2017,Cat,Spayed Female,2 years,Domestic Shorthair,Gray,0
A711260,,09/04/2015 14:00,09/04/2015 14:00,17902 Austin Blvd in Lago Vista (TX),Stray,Nursing,Dog,Intact Female,1 week,Flat Coat Retriever/Papillon,Black/White,,10/24/2015 06:34:00 PM,10/24/2015 06:34:00 PM,08/28/2015,Dog,Spayed Female,1 month,Flat Coat Retriever/Papillon,Black/White,0
A792825,,04/15/2019 06:10:00 PM,04/15/2019 06:10:00 PM,10801 Old San Antonio Road in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Blue,,04/15/2019 06:54:00 PM,04/15/2019 06:54:00 PM,04/05/2019,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Blue,0
A642671,Panger,11/23/2013 12:27:00 PM,11/23/2013 12:27:00 PM,Hwy 183  And Lamar  Blvd in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Tortie,Panger,11/26/2013 03:23:00 PM,11/26/2013 03:23:00 PM,05/27/2011,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Tortie,0
A805071,*Lady Oscar,10/22/2019 11:35:00 AM,10/22/2019 11:35:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Pit Bull,Blue,*Lady Oscar,10/23/2019 04:44:00 PM,10/23/2019 04:44:00 PM,09/21/2018,Dog,Spayed Female,1 year,Pit Bull,Blue,0
A699252,,03/24/2015 04:16:00 PM,03/24/2015 04:16:00 PM,1820 E. Stassney in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown,,03/25/2015 08:12:00 AM,03/25/2015 08:12:00 AM,03/24/2012,Other,Unknown,3 years,Bat Mix,Brown,1
A743407,*Clover,02/09/2017 18:10,02/09/2017 18:10,2011 E 6Th in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Rabbit Sh Mix,Sable,*Clover,04/01/2017 13:54,04/01/2017 13:54,02/09/2016,Other,Spayed Female,1 year,Rabbit Sh Mix,Sable,0
A666609,Peewee,11/04/2013 13:51,11/04/2013 13:51,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Blue,Peewee,11/08/2013 12:47,11/08/2013 12:47,11/04/2007,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Blue,0
A757762,,09/06/2017 11:33,09/06/2017 11:33,2412 E 9Th Street in Austin (TX),Owner Surrender,Normal,Bird,Unknown,5 months,Duck Mix,White/Black,,09/07/2017 00:00,09/07/2017 00:00,04/06/2017,Bird,Unknown,5 months,Duck Mix,White/Black,0
A753378,,07/05/2017 16:21,07/05/2017 16:21,5010 Old Manor Rd in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Orange Tabby/White,,07/05/2017 19:32,07/05/2017 19:32,07/05/2014,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Orange Tabby/White,1
A808365,Archie,11/07/2019 15:56,11/07/2019 15:56,10619 Lanshire Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Bull Terrier,Brown Brindle/White,Archie,11/08/2019 11:16,11/08/2019 11:16,11/07/2017,Dog,Intact Male,2 years,Bull Terrier,Brown Brindle/White,0
A725961,*Bernard,05/04/2016 11:30,05/04/2016 11:30,6706 Deatonhill Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Bernard,05/28/2016 01:06:00 PM,05/28/2016 01:06:00 PM,03/20/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A666925,*Ella,11/09/2013 13:52,11/09/2013 13:52,1708 O'Callahan Dr in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Miniature Poodle Mix,White,*Ella,11/13/2013 05:36:00 PM,11/13/2013 05:36:00 PM,12/09/2012,Dog,Spayed Female,11 months,Miniature Poodle Mix,White,0
A731930,Mia,07/29/2016 12:57:00 PM,07/29/2016 12:57:00 PM,9721 Arboretum Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Black/Tan,Mia,07/29/2016 01:53:00 PM,07/29/2016 01:53:00 PM,07/29/2015,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Black/Tan,0
A779160,Snow,08/26/2018 01:20:00 PM,08/26/2018 01:20:00 PM,Del Valle (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,German Shepherd Mix,Cream,Snow,09/17/2018 05:14:00 PM,09/17/2018 05:14:00 PM,01/26/2018,Dog,Spayed Female,7 months,German Shepherd Mix,Cream,0
A799677,Glory,07/10/2019 18:44,07/10/2019 18:44,1305 Alegria in Austin (TX),Public Assist,Normal,Dog,Intact Female,6 months,Welsh Terrier,Black,Glory,07/17/2019 01:43:00 PM,07/17/2019 01:43:00 PM,12/24/2018,Dog,Intact Female,6 months,Welsh Terrier,Black,0
A740552,,12/19/2016 12:44:00 PM,12/19/2016 12:44:00 PM,6207 Vera Ln in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,German Shepherd Mix,Brown,,12/21/2016 05:30:00 PM,12/21/2016 05:30:00 PM,10/04/2016,Dog,Spayed Female,2 months,German Shepherd Mix,Brown,0
A734376,,09/05/2016 17:45,09/05/2016 17:45,W William Cannon Dr & West Gate Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Plott Hound Mix,Brown Brindle,,09/11/2016 17:46,09/11/2016 17:46,07/05/2016,Dog,Spayed Female,2 months,Plott Hound Mix,Brown Brindle,0
A706505,,06/29/2015 05:04:00 PM,06/29/2015 05:04:00 PM,5306  Peppertree in Austin (TX),Stray,Normal,Cat,Unknown,4 days,Domestic Shorthair Mix,Black,,06/30/2015 12:17:00 PM,06/30/2015 12:17:00 PM,06/25/2015,Cat,Unknown,5 days,Domestic Shorthair Mix,Black,0
A714815,*Hops,10/28/2015 02:02:00 PM,10/28/2015 02:02:00 PM,4611 Franklin Park in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Siamese Mix,Lynx Point,*Hops,11/03/2015 11:52,11/03/2015 11:52,10/06/2015,Cat,Intact Male,4 weeks,Siamese Mix,Lynx Point,0
A778751,Max,08/19/2018 05:51:00 PM,08/19/2018 05:51:00 PM,Rutland Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,Max,08/23/2018 12:00:00 AM,08/23/2018 12:00:00 AM,08/19/2017,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,0
A798213,*Waylon,06/23/2019 11:34:00 AM,06/23/2019 11:34:00 AM,916 Springdale Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,*Waylon,08/03/2019 08:13,08/03/2019 08:13,05/08/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,0
A757322,53,09/01/2017 15:07,09/01/2017 15:07,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Tan,53,09/22/2017 12:09:00 PM,09/22/2017 12:09:00 PM,09/01/2014,Dog,Intact Male,3 years,Pit Bull Mix,Tan,0
A675191,,03/24/2014 06:26:00 PM,03/24/2014 06:26:00 PM,406 W North Loop in Austin (TX),Wildlife,Injured,Other,Unknown,4 days,Opossum Mix,Pink,,03/24/2014 06:51:00 PM,03/24/2014 06:51:00 PM,03/20/2014,Other,Unknown,4 days,Opossum Mix,Pink,1
A739312,Razzle,12/15/2016 03:48:00 PM,12/15/2016 03:48:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Wire Hair Fox Terrier Mix,White/Tan,Razzle,12/17/2016 12:51:00 PM,12/17/2016 12:51:00 PM,11/30/2014,Dog,Neutered Male,2 years,Wire Hair Fox Terrier Mix,White/Tan,0
A788442,,02/02/2019 14:01,02/02/2019 14:01,7509 Nunsland Drive in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Blue,,02/06/2019 17:18,02/06/2019 17:18,08/06/2018,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue,0
A731345,Willow,07/20/2016 05:23:00 PM,07/20/2016 05:23:00 PM,8700 Broodie Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Great Pyrenees Mix,White/Cream,Willow,07/26/2016 05:19:00 PM,07/26/2016 05:19:00 PM,07/06/2015,Dog,Spayed Female,1 year,Great Pyrenees Mix,White/Cream,0
A666781,Opossum,11/07/2013 11:28,11/07/2013 11:28,4520 Speedway in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby,Opossum,11/07/2013 17:58,11/07/2013 17:58,08/07/2013,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby,0
A767769,Poppy,05/13/2018 11:56:00 AM,05/13/2018 11:56:00 AM,Na in Del Valle (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,White/Black,Poppy,05/27/2018 03:11:00 PM,05/27/2018 03:11:00 PM,03/06/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,White/Black,0
A735119,*Mimzy,09/18/2016 10:28:00 PM,09/18/2016 10:28:00 PM,1605 Meander in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Boston Terrier/Pit Bull,Blue,*Mimzy,09/27/2016 06:36:00 PM,09/27/2016 06:36:00 PM,01/18/2016,Dog,Intact Female,8 months,Boston Terrier/Pit Bull,Blue,0
A738201,*Anders,11/10/2016 18:05,11/10/2016 18:05,17229 Bridgefarmer Blvd in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black,*Anders,11/22/2016 04:43:00 PM,11/22/2016 04:43:00 PM,11/10/2015,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,0
A783888,*Xavier,11/08/2018 11:45,11/08/2018 11:45,309 Deen Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Xavier,01/19/2019 11:57:00 AM,01/19/2019 11:57:00 AM,09/08/2018,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,0
A773313,,05/30/2018 12:55:00 PM,05/30/2018 12:55:00 PM,6804 Old Lockhart Road in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Gray Tabby,,05/30/2018 06:44:00 PM,05/30/2018 06:44:00 PM,04/30/2018,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Gray Tabby,0
A812156,,01/16/2020 06:17:00 PM,01/16/2020 06:17:00 PM,Pleasant Valley Drive And Lakeshore Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Anatol Shepherd,Brown/Tricolor,,01/21/2020 04:30:00 PM,01/21/2020 04:30:00 PM,11/01/2019,Dog,Spayed Female,2 months,Anatol Shepherd,Brown/Tricolor,0
A794539,Lewey,05/09/2019 14:31,05/09/2019 14:31,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Blue,Lewey,05/14/2019 07:05:00 PM,05/14/2019 07:05:00 PM,11/09/2017,Cat,Neutered Male,1 year,Domestic Shorthair,Blue,0
A714859,Junior,10/29/2015 09:14:00 AM,10/29/2015 09:14:00 AM,1137 Saucedo St in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Chihuahua Shorthair Mix,Black/White,Junior,11/01/2015 18:04,11/01/2015 18:04,12/29/2014,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Black/White,0
A663553,Teddy,02/04/2015 17:54,02/04/2015 17:54,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,Teddy,11/30/2013 05:07:00 PM,11/30/2013 05:07:00 PM,06/20/2013,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby/White,0
A730936,Bear,07/13/2016 01:16:00 PM,07/13/2016 01:16:00 PM,6100 Felix Ave in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever/Great Pyrenees,Tan/White,Bear,07/17/2016 05:05:00 PM,07/17/2016 05:05:00 PM,03/13/2016,Dog,Neutered Male,4 months,Labrador Retriever/Great Pyrenees,Tan/White,0
A731161,*Mira,09/10/2016 16:21,09/10/2016 16:21,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,*Mira,09/15/2016 03:48:00 PM,09/15/2016 03:48:00 PM,07/17/2015,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,0
A736459,*Starburst,10/11/2016 09:15,10/11/2016 09:15,205 Pyramid Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,*Starburst,11/06/2016 13:40,11/06/2016 13:40,08/27/2016,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,0
